Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1605740400.0,2020-11-18 11-PM,BTCUSD,17826.15,17883.31,17700.28,17801.21,35.06,623991.35
1605736800.0,2020-11-18 10-PM,BTCUSD,17797.68,17877.11,17728.65,17826.15,37.81,673490.35
1605733200.0,2020-11-18 09-PM,BTCUSD,17674.97,17799.87,17613.06,17797.68,32.05,567772.85
1605729600.0,2020-11-18 08-PM,BTCUSD,17657.53,17733.56,17510,17674.97,49.98,880134.25
1605726000.0,2020-11-18 07-PM,BTCUSD,17800.18,17855.71,17585.3,17657.53,37.39,661908.79
1605722400.0,2020-11-18 06-PM,BTCUSD,17908.28,17980.14,17771,17800.18,42.59,762123.79
1605718800.0,2020-11-18 05-PM,BTCUSD,17809.96,17950,17600,17908.28,134.81,2391816.81
1605715200.0,2020-11-18 04-PM,BTCUSD,17907.01,18013.39,17664,17809.96,110.72,1977116.04
1605711600.0,2020-11-18 03-PM,BTCUSD,17714.54,17934.07,17288.98,17907.01,142.73,2512923.74
1605708000.0,2020-11-18 02-PM,BTCUSD,17879.22,17970.36,17701.18,17714.54,40.27,718261.37
1605704400.0,2020-11-18 01-PM,BTCUSD,18037.6,18112.12,17833.05,17879.22,41.98,754493.51
1605700800.0,2020-11-18 12-PM,BTCUSD,18257.68,18257.68,18013.08,18037.6,33.58,609374.08
1605697200.0,2020-11-18 11-AM,BTCUSD,18256.61,18258.5,18036.18,18257.68,48.39,877323.22
1605693600.0,2020-11-18 10-AM,BTCUSD,18140.6,18256.62,18007.44,18256.61,38.19,693400.88
1605690000.0,2020-11-18 09-AM,BTCUSD,18230.44,18241.82,17904.77,18140.6,60.48,1091495.53
1605686400.0,2020-11-18 08-AM,BTCUSD,18092.39,18277.6,18067.65,18230.44,56.71,1030570.75
1605682800.0,2020-11-18 07-AM,BTCUSD,17793.89,18109.94,17702.3,18092.39,69.78,1249186.33
1605679200.0,2020-11-18 06-AM,BTCUSD,17634.52,17891.62,17466.42,17793.89,70.64,1253392.2
1605675600.0,2020-11-18 05-AM,BTCUSD,18382.2,18417.79,17002,17634.52,242.09,4295292.49
1605672000.0,2020-11-18 04-AM,BTCUSD,18041.52,18475.39,17964.31,18382.2,128.37,2338502.46
1605668400.0,2020-11-18 03-AM,BTCUSD,17703.23,18078.02,17655.51,18041.52,51.04,913928.87
1605664800.0,2020-11-18 02-AM,BTCUSD,17761.98,17761.98,17666.74,17703.23,19.68,348495.26
1605661200.0,2020-11-18 01-AM,BTCUSD,17728.97,17761.98,17637.47,17761.98,29.22,517540.36
1605657600.0,2020-11-18 12-AM,BTCUSD,17685.78,17845,17637.47,17728.97,40.39,716533.01
1605654000.0,2020-11-17 11-PM,BTCUSD,17615.36,17721.4,17612.72,17685.78,27.88,493171.3
1605650400.0,2020-11-17 10-PM,BTCUSD,17635.25,17646.19,17476.75,17615.36,55.37,971083.71
1605646800.0,2020-11-17 09-PM,BTCUSD,17695.53,17712.47,17556.57,17635.25,55.25,973153.73
1605643200.0,2020-11-17 08-PM,BTCUSD,17690.82,17744.6,17637.85,17695.53,33.85,598774.2
1605639600.0,2020-11-17 07-PM,BTCUSD,17656.74,17749,17514.66,17690.82,81.65,1440838.52
1605636000.0,2020-11-17 06-PM,BTCUSD,17819.78,17843.98,17624.64,17656.74,75.63,1341450.76
1605632400.0,2020-11-17 05-PM,BTCUSD,17658.25,17871.94,17431.44,17819.78,100.21,1768774.87
1605628800.0,2020-11-17 04-PM,BTCUSD,17334.24,17746.47,17292.66,17658.25,157.43,2746362.56
1605625200.0,2020-11-17 03-PM,BTCUSD,17175.85,17380,17140.87,17334.24,59.79,1031275.1
1605621600.0,2020-11-17 02-PM,BTCUSD,16971.15,17187,16952.75,17175.85,35.39,605918.67
1605618000.0,2020-11-17 01-PM,BTCUSD,17095.1,17105.24,16952.74,16971.15,36.25,617224.11
1605614400.0,2020-11-17 12-PM,BTCUSD,17000,17097.99,16953,17095.1,48.23,821049.72
1605610800.0,2020-11-17 11-AM,BTCUSD,16788.89,17000,16755.39,17000,65.33,1105077.53
1605607200.0,2020-11-17 10-AM,BTCUSD,16662.69,16788.89,16660.7,16788.89,13.7,228882.5
1605603600.0,2020-11-17 09-AM,BTCUSD,16726.48,16771.64,16646.61,16662.69,12.11,202049.41
1605600000.0,2020-11-17 08-AM,BTCUSD,16763.54,16799.82,16696.7,16726.48,18.13,303402.24
1605596400.0,2020-11-17 07-AM,BTCUSD,16655.7,16788.58,16642.95,16763.54,13.06,218670.52
1605592800.0,2020-11-17 06-AM,BTCUSD,16632.38,16688.96,16600.6,16655.7,12.71,211502.32
1605589200.0,2020-11-17 05-AM,BTCUSD,16697.98,16697.98,16621.67,16632.38,9.138,152209.87
1605585600.0,2020-11-17 04-AM,BTCUSD,16591.46,16697.98,16578.05,16697.98,9.36,155882.88
1605582000.0,2020-11-17 03-AM,BTCUSD,16689.01,16725.42,16591.46,16591.46,18.94,314865.93
1605578400.0,2020-11-17 02-AM,BTCUSD,16709.07,16755.72,16658.47,16689.01,10.2,170264.27
1605574800.0,2020-11-17 01-AM,BTCUSD,16825.08,16832.75,16700,16709.07,7.779,130301.82
1605571200.0,2020-11-17 12-AM,BTCUSD,16722.99,16850,16715.29,16825.08,20.0,335907.06
1605567600.0,2020-11-16 11-PM,BTCUSD,16741.11,16799.97,16716.81,16722.99,14.22,238358.9
1605564000.0,2020-11-16 10-PM,BTCUSD,16712.59,16781.08,16665.05,16741.11,22.98,384023.04
1605560400.0,2020-11-16 09-PM,BTCUSD,16849.87,16890,16596.89,16712.59,56.74,950689.54
1605556800.0,2020-11-16 08-PM,BTCUSD,16802.09,16863.9,16777.21,16849.87,38.76,652066.5
1605553200.0,2020-11-16 07-PM,BTCUSD,16705.44,16857.13,16693.36,16802.09,53.41,896424.16
1605549600.0,2020-11-16 06-PM,BTCUSD,16687.94,16756.66,16659.58,16705.44,36.04,602495.1
1605546000.0,2020-11-16 05-PM,BTCUSD,16584.18,16774.1,16578.36,16687.94,43.55,726962.65
1605542400.0,2020-11-16 04-PM,BTCUSD,16456.02,16667.87,16456,16584.18,71.25,1179842.43
1605538800.0,2020-11-16 03-PM,BTCUSD,16400.51,16469.74,16356.53,16456.02,11.97,196622.59
1605535200.0,2020-11-16 02-PM,BTCUSD,16325.07,16487.2,16325.07,16400.51,59.78,981605.01
1605531600.0,2020-11-16 01-PM,BTCUSD,16316.67,16382.07,16302.48,16325.07,28.95,472727.71
1605528000.0,2020-11-16 12-PM,BTCUSD,16248.46,16317.15,16235.46,16316.67,7.073,115249.57
1605524400.0,2020-11-16 11-AM,BTCUSD,16383,16390,16248.46,16248.46,14.8,241891.18
1605520800.0,2020-11-16 10-AM,BTCUSD,16232.4,16383,16232.4,16383,20.51,334885.48
1605517200.0,2020-11-16 09-AM,BTCUSD,16235.13,16241.65,16189.21,16232.4,7.056,114378.79
1605513600.0,2020-11-16 08-AM,BTCUSD,16259.8,16280.4,16220,16235.13,6.427,104422.33
1605510000.0,2020-11-16 07-AM,BTCUSD,16248.75,16300,16232.52,16259.8,8.357,135940.12
1605506400.0,2020-11-16 06-AM,BTCUSD,16125.62,16255.01,16125.62,16248.75,8.9,144358.88
1605502800.0,2020-11-16 05-AM,BTCUSD,16052.14,16158.1,16052.14,16125.62,12.59,202985.41
1605499200.0,2020-11-16 04-AM,BTCUSD,16032,16052.14,16003.63,16052.14,2.261,36246.35
1605495600.0,2020-11-16 03-AM,BTCUSD,15961.86,16065.1,15954.72,16032,7.366,118032.71
1605492000.0,2020-11-16 02-AM,BTCUSD,15967.39,16018.36,15950.15,15961.86,8.362,133671.93
1605488400.0,2020-11-16 01-AM,BTCUSD,15995.02,16056.08,15958.29,15967.39,11.3,180686.44
1605484800.0,2020-11-16 12-AM,BTCUSD,15975.9,15995.02,15884.05,15995.02,10.59,168815.82
1605481200.0,2020-11-15 11-PM,BTCUSD,15939.27,16021.68,15939.27,15975.9,19.28,308429.09
1605477600.0,2020-11-15 10-PM,BTCUSD,15860.59,15973.53,15802.61,15939.27,10.77,170826.42
1605474000.0,2020-11-15 09-PM,BTCUSD,15870.08,15922.76,15843.23,15860.59,7.329,116455.05
1605470400.0,2020-11-15 08-PM,BTCUSD,15890,15902.15,15826.6,15870.08,8.99,142605.94
1605466800.0,2020-11-15 07-PM,BTCUSD,15923.19,15949.09,15880.09,15890,11.75,186831.7
1605463200.0,2020-11-15 06-PM,BTCUSD,15916.53,15963.36,15872.28,15923.19,19.59,311662.76
1605459600.0,2020-11-15 05-PM,BTCUSD,16026.24,16026.24,15900,15916.53,14.2,226633.54
1605456000.0,2020-11-15 04-PM,BTCUSD,16052.56,16091.33,15983.84,16026.24,11.69,187120.01
1605452400.0,2020-11-15 03-PM,BTCUSD,16079.4,16099.29,16021.97,16052.56,7.376,118505.48
1605448800.0,2020-11-15 02-PM,BTCUSD,16078.3,16131.33,16050,16079.4,2.548,40986.92
1605445200.0,2020-11-15 01-PM,BTCUSD,16011.71,16110.01,15985.56,16078.3,6.442,103370.56
1605441600.0,2020-11-15 12-PM,BTCUSD,15989.75,16092.41,15964.83,16011.71,7.258,116368.41
1605438000.0,2020-11-15 11-AM,BTCUSD,16020.36,16110.48,15964.78,15989.75,9.079,145457.85
1605434400.0,2020-11-15 10-AM,BTCUSD,16087.29,16114.8,15991.62,16020.36,9.932,159225.61
1605430800.0,2020-11-15 09-AM,BTCUSD,16147.01,16149.6,16067.91,16087.29,11.08,178591.03
1605427200.0,2020-11-15 08-AM,BTCUSD,16046.78,16170.56,16046.78,16147.01,8.48,136866.88
1605423600.0,2020-11-15 07-AM,BTCUSD,16070.45,16120.56,16025.83,16046.78,2.862,45930.72
1605420000.0,2020-11-15 06-AM,BTCUSD,16033.6,16100,16009.88,16070.45,1.405,22552.05
1605416400.0,2020-11-15 05-AM,BTCUSD,15960.29,16036.06,15960.29,16033.6,3.872,61927.25
1605412800.0,2020-11-15 04-AM,BTCUSD,15951.79,15977.24,15909.44,15960.29,2.583,41224.68
1605409200.0,2020-11-15 03-AM,BTCUSD,16002.99,16006.8,15897.83,15951.79,4.525,72166.37
1605405600.0,2020-11-15 02-AM,BTCUSD,15997.23,16059.04,15960.15,16002.99,5.823,93228.08
1605402000.0,2020-11-15 01-AM,BTCUSD,16076.92,16105.26,15960,15997.23,6.938,111069.25
1605398400.0,2020-11-15 12-AM,BTCUSD,16096.16,16124.24,16067.38,16076.92,6.528,105080.2
1605394800.0,2020-11-14 11-PM,BTCUSD,16054.2,16166.03,16054.2,16096.16,7.799,125651.81
1605391200.0,2020-11-14 10-PM,BTCUSD,16019.74,16058.9,15988.01,16054.2,8.347,133838.46
1605387600.0,2020-11-14 09-PM,BTCUSD,16010.99,16059.25,15995.53,16019.74,16.45,263555.23
1605384000.0,2020-11-14 08-PM,BTCUSD,15907.5,16023.72,15886.1,16010.99,11.15,177874.47
1605380400.0,2020-11-14 07-PM,BTCUSD,15930,15946.63,15873.96,15907.5,7.514,119538.32
1605376800.0,2020-11-14 06-PM,BTCUSD,15932.74,15985.5,15904.5,15930,13.28,211608.84
1605373200.0,2020-11-14 05-PM,BTCUSD,15881.55,15946.2,15750,15932.74,30.68,486203.79
1605369600.0,2020-11-14 04-PM,BTCUSD,15973.93,16048.96,15850.01,15881.55,35.21,562199.44
1605366000.0,2020-11-14 03-PM,BTCUSD,16030.75,16054.31,15961.67,15973.93,13.47,215628.94
1605362400.0,2020-11-14 02-PM,BTCUSD,15951.91,16077.02,15951.91,16030.75,16.52,264691.82
1605358800.0,2020-11-14 01-PM,BTCUSD,15927.54,15960.03,15882.95,15951.91,22.96,365778.23
1605355200.0,2020-11-14 12-PM,BTCUSD,15953.32,15962.01,15862.25,15927.54,15.5,246478.43
1605351600.0,2020-11-14 11-AM,BTCUSD,15874.27,15955.82,15852.82,15953.32,14.98,238461.33
1605348000.0,2020-11-14 10-AM,BTCUSD,15828.84,15956.05,15783,15874.27,22.7,360023.36
1605344400.0,2020-11-14 09-AM,BTCUSD,15982.92,15987.27,15801.69,15828.84,26.28,417282.68
1605340800.0,2020-11-14 08-AM,BTCUSD,16116.11,16150.48,15880,15982.92,28.5,454771.2
1605337200.0,2020-11-14 07-AM,BTCUSD,16191.57,16207.61,16063.12,16116.11,12.04,194109.71
1605333600.0,2020-11-14 06-AM,BTCUSD,16180.76,16226.28,16165.15,16191.57,4.332,70184.88
1605330000.0,2020-11-14 05-AM,BTCUSD,16155.16,16182.83,16077.91,16180.76,5.552,89436.46
1605326400.0,2020-11-14 04-AM,BTCUSD,16213.83,16217.02,16122.15,16155.16,10.21,164876.63
1605322800.0,2020-11-14 03-AM,BTCUSD,16209.25,16223.15,16160.27,16213.83,4.899,79336.25
1605319200.0,2020-11-14 02-AM,BTCUSD,16219.45,16255.01,16182.64,16209.25,11.47,186017.57
1605315600.0,2020-11-14 01-AM,BTCUSD,16303.75,16311.14,16211.96,16219.45,17.38,282639.62
1605312000.0,2020-11-14 12-AM,BTCUSD,16344.16,16344.17,16240.04,16303.75,14.04,228807.21
1605308400.0,2020-11-13 11-PM,BTCUSD,16332.68,16368.61,16306,16344.16,6.3,102946.87
1605304800.0,2020-11-13 10-PM,BTCUSD,16301.52,16378.21,16301.52,16332.68,8.093,132346.66
1605301200.0,2020-11-13 09-PM,BTCUSD,16221.09,16311.11,16221.09,16301.52,18.05,294017.75
1605297600.0,2020-11-13 08-PM,BTCUSD,16318.94,16318.94,16204.52,16221.09,16.12,262100.85
1605294000.0,2020-11-13 07-PM,BTCUSD,16268.92,16327.54,16268.92,16318.94,46.35,755967.64
1605290400.0,2020-11-13 06-PM,BTCUSD,16270.62,16297.78,16250,16268.92,11.34,184416.43
1605286800.0,2020-11-13 05-PM,BTCUSD,16194.34,16282.69,16132.85,16270.62,10.83,175546.99
1605283200.0,2020-11-13 04-PM,BTCUSD,16115.06,16215.21,15974.91,16194.34,42.96,690739.29
1605279600.0,2020-11-13 03-PM,BTCUSD,16234.53,16246.15,16110.14,16115.06,20.66,333850.46
1605276000.0,2020-11-13 02-PM,BTCUSD,16260.23,16301.79,16152.6,16234.53,26.46,429584.54
1605272400.0,2020-11-13 01-PM,BTCUSD,16263.33,16310.87,16217.26,16260.23,11.05,179774.3
1605268800.0,2020-11-13 12-PM,BTCUSD,16251.02,16323.2,16230.86,16263.33,19.84,322929.62
1605265200.0,2020-11-13 11-AM,BTCUSD,16242.85,16261.1,16100.38,16251.02,21.64,350091.56
1605261600.0,2020-11-13 10-AM,BTCUSD,16351.19,16366.61,16200,16242.85,23.18,377629.78
1605258000.0,2020-11-13 09-AM,BTCUSD,16286.12,16372.98,16247.6,16351.19,16.06,262273.95
1605254400.0,2020-11-13 08-AM,BTCUSD,16285.06,16307.27,16176,16286.12,13.03,211720.76
1605250800.0,2020-11-13 07-AM,BTCUSD,16334.75,16334.75,16216.6,16285.06,11.84,192558.62
1605247200.0,2020-11-13 06-AM,BTCUSD,16270.31,16356.1,16248.46,16334.75,9.457,154256.73
1605243600.0,2020-11-13 05-AM,BTCUSD,16422.94,16423.21,16222,16270.31,23.51,383069.38
1605240000.0,2020-11-13 04-AM,BTCUSD,16452.53,16460.26,16390.19,16422.94,11.54,189715.42
1605236400.0,2020-11-13 03-AM,BTCUSD,16422.93,16479.47,16393.74,16452.53,26.44,434429.49
1605232800.0,2020-11-13 02-AM,BTCUSD,16450.64,16497.98,16389.55,16422.93,17.43,286340.0
1605229200.0,2020-11-13 01-AM,BTCUSD,16412.73,16498.86,16394.37,16450.64,15.98,262710.37
1605225600.0,2020-11-13 12-AM,BTCUSD,16302.24,16460.2,16286.91,16412.73,36.47,597523.24
1605222000.0,2020-11-12 11-PM,BTCUSD,16226.75,16354.98,16198,16302.24,20.95,340873.01
1605218400.0,2020-11-12 10-PM,BTCUSD,16164.02,16353.61,16157.23,16226.75,51.68,840645.29
1605214800.0,2020-11-12 09-PM,BTCUSD,16166.9,16216.5,16133.79,16164.02,18.75,303221.64
1605211200.0,2020-11-12 08-PM,BTCUSD,16088.97,16169.95,16056.73,16166.9,15.22,245147.3
1605207600.0,2020-11-12 07-PM,BTCUSD,16122.67,16131.55,16014.05,16088.97,13.89,223203.42
1605204000.0,2020-11-12 06-PM,BTCUSD,15975.77,16132.17,15911.22,16122.67,23.75,380205.38
1605200400.0,2020-11-12 05-PM,BTCUSD,16156.13,16216.47,15955.62,15975.77,60.36,971125.89
1605196800.0,2020-11-12 04-PM,BTCUSD,16162.94,16185.6,16044.32,16156.13,25.75,415244.29
1605193200.0,2020-11-12 03-PM,BTCUSD,16005.54,16180,15975.26,16162.94,41.05,661024.72
1605189600.0,2020-11-12 02-PM,BTCUSD,16011.18,16109.29,15859.76,16005.54,56.54,904996.61
1605186000.0,2020-11-12 01-PM,BTCUSD,15915.35,16048.59,15858.48,16011.18,25.6,408203.98
1605182400.0,2020-11-12 12-PM,BTCUSD,15786.52,15960.99,15786.52,15915.35,20.14,319730.73
1605178800.0,2020-11-12 11-AM,BTCUSD,15718.13,15835.03,15629.96,15786.52,29.1,458495.61
1605175200.0,2020-11-12 10-AM,BTCUSD,16065.12,16162.96,15694.6,15718.13,75.85,1206958.39
1605171600.0,2020-11-12 09-AM,BTCUSD,15829,16094.12,15829,16065.12,45.66,729676.24
1605168000.0,2020-11-12 08-AM,BTCUSD,15884.64,15940.71,15829,15829,31.33,496941.79
1605164400.0,2020-11-12 07-AM,BTCUSD,15808.85,15938.98,15792.36,15884.64,49.03,779139.81
1605160800.0,2020-11-12 06-AM,BTCUSD,15767.21,15869.52,15754.11,15808.85,13.4,212014.22
1605157200.0,2020-11-12 05-AM,BTCUSD,15681.25,15795.98,15670.77,15767.21,7.143,112473.06
1605153600.0,2020-11-12 04-AM,BTCUSD,15659.21,15697.01,15617.86,15681.25,6.301,98580.48
1605150000.0,2020-11-12 03-AM,BTCUSD,15646.84,15695.88,15628.93,15659.21,7.27,113870.58
1605146400.0,2020-11-12 02-AM,BTCUSD,15666.01,15691.45,15620.01,15646.84,6.492,101649.34
1605142800.0,2020-11-12 01-AM,BTCUSD,15640.89,15671.56,15597.52,15666.01,8.957,140131.71
1605139200.0,2020-11-12 12-AM,BTCUSD,15714.19,15728.08,15495,15640.89,50.36,784858.57
1605135600.0,2020-11-11 11-PM,BTCUSD,15809.51,15809.51,15699.87,15714.19,16.36,257505.0
1605132000.0,2020-11-11 10-PM,BTCUSD,15839.38,15906.97,15791.25,15809.51,12.27,194207.48
1605128400.0,2020-11-11 09-PM,BTCUSD,15739.97,15842.12,15661.27,15839.38,30.64,482108.13
1605124800.0,2020-11-11 08-PM,BTCUSD,15822.68,15845.91,15612.12,15739.97,27.1,425498.45
1605121200.0,2020-11-11 07-PM,BTCUSD,15824.37,15892.17,15751.72,15822.68,27.7,438763.24
1605117600.0,2020-11-11 06-PM,BTCUSD,15881.69,15980.02,15800,15824.37,40.95,651305.18
1605114000.0,2020-11-11 05-PM,BTCUSD,15794.55,15950,15754.67,15881.69,57.33,911374.04
1605110400.0,2020-11-11 04-PM,BTCUSD,15691.03,15880.78,15664.88,15794.55,56.89,898067.99
1605106800.0,2020-11-11 03-PM,BTCUSD,15644.3,15712.35,15611.92,15691.03,14.35,224773.35
1605103200.0,2020-11-11 02-PM,BTCUSD,15574.11,15670.25,15553.51,15644.3,22.5,351082.98
1605099600.0,2020-11-11 01-PM,BTCUSD,15630.94,15728.88,15558.18,15574.11,31.22,488971.66
1605096000.0,2020-11-11 12-PM,BTCUSD,15599.87,15675,15550.48,15630.94,12.64,197246.64
1605092400.0,2020-11-11 11-AM,BTCUSD,15591.36,15686.3,15538.73,15599.87,38.71,604036.1
1605088800.0,2020-11-11 10-AM,BTCUSD,15452.11,15591.36,15442.24,15591.36,24.96,387220.66
1605085200.0,2020-11-11 09-AM,BTCUSD,15411,15475.64,15404.95,15452.11,6.583,101617.15
1605081600.0,2020-11-11 08-AM,BTCUSD,15417.36,15455.9,15397.02,15411,4.517,69633.2
1605078000.0,2020-11-11 07-AM,BTCUSD,15366.55,15430.18,15366.55,15417.36,4.587,70641.57
1605074400.0,2020-11-11 06-AM,BTCUSD,15385.38,15427.5,15366.55,15366.55,8.159,125661.11
1605070800.0,2020-11-11 05-AM,BTCUSD,15388.85,15419.51,15356.03,15385.38,4.772,73446.2
1605067200.0,2020-11-11 04-AM,BTCUSD,15419.36,15461.12,15352.87,15388.85,8.599,132527.15
1605063600.0,2020-11-11 03-AM,BTCUSD,15409.4,15464.63,15394.89,15419.36,13.0,200561.98
1605060000.0,2020-11-11 02-AM,BTCUSD,15458.79,15461.39,15357.29,15409.4,13.6,209588.5
1605056400.0,2020-11-11 01-AM,BTCUSD,15475.3,15505.48,15425.47,15458.79,19.64,303750.83
1605052800.0,2020-11-11 12-AM,BTCUSD,15323.87,15502.12,15299.76,15475.3,42.09,649908.1
1605049200.0,2020-11-10 11-PM,BTCUSD,15391.01,15396.6,15298.32,15323.87,17.7,271416.98
1605045600.0,2020-11-10 10-PM,BTCUSD,15403.22,15419,15344.06,15391.01,28.57,439864.2
1605042000.0,2020-11-10 09-PM,BTCUSD,15301.06,15407.99,15301.04,15403.22,53.39,821932.24
1605038400.0,2020-11-10 08-PM,BTCUSD,15318.1,15349.91,15300.54,15301.06,11.46,175702.58
1605034800.0,2020-11-10 07-PM,BTCUSD,15297.88,15365.47,15292.03,15318.1,26.14,400662.1
1605031200.0,2020-11-10 06-PM,BTCUSD,15326.74,15326.74,15219.25,15297.88,16.74,255564.31
1605027600.0,2020-11-10 05-PM,BTCUSD,15268.37,15346.44,15263.71,15326.74,15.78,241438.49
1605024000.0,2020-11-10 04-PM,BTCUSD,15194.51,15302.53,15145.67,15268.37,27.9,425220.47
1605020400.0,2020-11-10 03-PM,BTCUSD,15243.42,15285.27,15106.86,15194.51,22.34,338930.61
1605016800.0,2020-11-10 02-PM,BTCUSD,15332.04,15343.42,15187.08,15243.42,24.17,368749.1
1605013200.0,2020-11-10 01-PM,BTCUSD,15321.29,15345.3,15206.04,15332.04,10.58,161551.52
1605009600.0,2020-11-10 12-PM,BTCUSD,15295.36,15401.96,15240.49,15321.29,21.86,335107.45
1605006000.0,2020-11-10 11-AM,BTCUSD,15333.75,15334.03,15200,15295.36,29.46,449661.6
1605002400.0,2020-11-10 10-AM,BTCUSD,15407.84,15443.36,15331.44,15333.75,17.73,272974.88
1604998800.0,2020-11-10 09-AM,BTCUSD,15392.45,15466.61,15391.03,15407.84,6.119,94357.56
1604995200.0,2020-11-10 08-AM,BTCUSD,15301.33,15478.46,15290.81,15392.45,21.56,331916.33
1604991600.0,2020-11-10 07-AM,BTCUSD,15299.06,15352.08,15273.67,15301.33,12.07,184956.6
1604988000.0,2020-11-10 06-AM,BTCUSD,15376.25,15407.91,15277.23,15299.06,4.696,71999.66
1604984400.0,2020-11-10 05-AM,BTCUSD,15400.92,15461.08,15346.19,15376.25,5.718,88046.29
1604980800.0,2020-11-10 04-AM,BTCUSD,15348.95,15438,15345.6,15400.92,27.63,425180.16
1604977200.0,2020-11-10 03-AM,BTCUSD,15352.84,15368.55,15281.1,15348.95,4.98,76304.5
1604973600.0,2020-11-10 02-AM,BTCUSD,15406.54,15443.03,15351.09,15352.84,10.9,167794.8
1604970000.0,2020-11-10 01-AM,BTCUSD,15311.65,15416.85,15281.63,15406.54,16.39,251573.09
1604966400.0,2020-11-10 12-AM,BTCUSD,15332.43,15354.14,15202.11,15311.65,14.48,221144.51
1604962800.0,2020-11-09 11-PM,BTCUSD,15260.87,15359.74,15252.91,15332.43,18.43,281830.39
1604959200.0,2020-11-09 10-PM,BTCUSD,15395.5,15431.14,15240,15260.87,19.03,291478.1
1604955600.0,2020-11-09 09-PM,BTCUSD,15375.89,15447.93,15345,15395.5,28.63,440395.56
1604952000.0,2020-11-09 08-PM,BTCUSD,15380.76,15500,15362.77,15375.89,23.51,362698.55
1604948400.0,2020-11-09 07-PM,BTCUSD,15333,15468.09,15292.91,15380.76,25.54,392526.61
1604944800.0,2020-11-09 06-PM,BTCUSD,15255.58,15333,15176.46,15333,21.66,330091.6
