Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
1605744000.0,2020-11-19 12-AM,ETHUSD,478.93,480.59,474.49,479.03,372.88,178049.21
1605740400.0,2020-11-18 11-PM,ETHUSD,480,481.55,477.34,478.93,507.61,243540.26
1605736800.0,2020-11-18 10-PM,ETHUSD,474.4,480,472.68,480,610.42,292246.31
1605733200.0,2020-11-18 09-PM,ETHUSD,472.04,474.4,471.69,474.4,220.85,104417.88
1605729600.0,2020-11-18 08-PM,ETHUSD,473.35,473.44,469.87,472.04,390.91,184388.2
1605726000.0,2020-11-18 07-PM,ETHUSD,473.63,475.6,471.3,473.35,401.47,189831.72
1605722400.0,2020-11-18 06-PM,ETHUSD,476.01,476.01,472.69,473.63,123.58,58644.47
1605718800.0,2020-11-18 05-PM,ETHUSD,473.79,477.2,471.56,476.01,469.05,222423.98
1605715200.0,2020-11-18 04-PM,ETHUSD,474.74,475.69,469.6,473.79,226.09,107061.64
1605711600.0,2020-11-18 03-PM,ETHUSD,471.11,475.24,464.18,474.74,1005.16,472000.91
1605708000.0,2020-11-18 02-PM,ETHUSD,475.53,477.11,471.11,471.11,277.12,131438.29
1605704400.0,2020-11-18 01-PM,ETHUSD,477.52,479.89,474.86,475.53,199.26,95067.99
1605700800.0,2020-11-18 12-PM,ETHUSD,480.6,481.05,477.52,477.52,261.23,125254.13
1605697200.0,2020-11-18 11-AM,ETHUSD,482.14,482.36,478,480.6,859.13,411200.61
1605693600.0,2020-11-18 10-AM,ETHUSD,476.62,482.55,475.14,482.14,485.29,231777.64
1605690000.0,2020-11-18 09-AM,ETHUSD,480.33,480.33,473.79,476.62,816.0,388911.64
1605686400.0,2020-11-18 08-AM,ETHUSD,478.52,481.88,477.35,480.33,800.63,384288.85
1605682800.0,2020-11-18 07-AM,ETHUSD,473,478.52,470.5,478.52,560.22,265389.61
1605679200.0,2020-11-18 06-AM,ETHUSD,471.82,477,466.54,473,562.46,266929.06
1605675600.0,2020-11-18 05-AM,ETHUSD,493.67,494.63,459.05,471.82,2899.49,1380628.65
1605672000.0,2020-11-18 04-AM,ETHUSD,488.8,495,488.44,493.67,1067.05,525510.97
1605668400.0,2020-11-18 03-AM,ETHUSD,484.53,488.8,482.76,488.8,292.38,142381.61
1605664800.0,2020-11-18 02-AM,ETHUSD,487.82,487.82,484.53,484.53,201.63,97981.95
1605661200.0,2020-11-18 01-AM,ETHUSD,486.71,488.04,484.48,487.82,171.22,83189.75
1605657600.0,2020-11-18 12-AM,ETHUSD,483,488.88,482.66,486.71,936.99,455377.0
